id_attack	name	type_1	type_2	type_3	type_4	type_5	value	text
10194	Take Down	2	10	10			60	This Pokémon does 20 damage to itself.
10195	Take Down	8	10				50	This Pokémon does 10 damage to itself.
10196	Take Down	10					20	This Pokémon does 10 damage to itself.
10197	Take Down	1	10	10			60	This Pokémon does 10 damage to itself.
10198	Take Out	1					40	If the Defending Pokémon isn't an Evolved Pokémon, that Pokémon is Knocked Out instead of damaged by this attack.
10199	Tandem Shock	4	4	10			80+	If this Pokémon was on the Bench and became your Active Pokémon this turn, this attack does 80 more damage, and your opponent's Active Pokémon is now Paralyzed.
10200	Tangle Drag	10						Switch 1 of your opponent's Benched Pokémon with the Defending Pokémon.
10201	Tangle Drag	3						Switch 1 of your opponent's Benched Pokémon with their Active Pokémon.
10202	Tangle Drag	10						Switch 1 of your opponent's Benched Pokémon with their Active Pokémon.
10203	Tantrum	9	10	10			120	This Pokémon is now Confused.
10204	Tantrum	1	1	10			50	Flip a coin. If tails, Primeape is now Confused (after doing damage).
10205	Tantrum	10	10	10			120	This Pokémon is now Confused.
10206	Tantrum	7	7	10	10		170	This Pokémon is now Confused.
10207	Tapu Cure-GX	5						Heal all damage from 2 of your Benched Pokémon. (You can't use more than 1 GX attack in a game.)
10208	Tapu Storm-GX	6						Shuffle your opponent's Active Pokémon and all cards attached to it into their deck. If your opponent has no Benched Pokémon, this attack does nothing. (You can't use more than 1 GX attack in a game.)
10209	Tapu Thunder-GX	4	4	10			50×	This attack does 50 damage times the amount of Energy attached to all of your opponent's Pokémon. (You can't use more than 1 GX attack in a game.)
10210	Tapu Wilderness-GX	3	3	10			150	Heal all damage from this Pokémon. (You can't use more than 1 GX attack in a game.)
10211	Target Attack	7	10					Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. If that Pokémon already has any damage counters on it, this attack does 20 damage plus 20 more damage. (Don't apply Weakness and Resistance for Benched Pokémon.)
10212	Target Attack	7	10					Choose 1 of your opponent's Pokémon. This attack does 30 damage to that Pokémon. If that Pokémon already has any damage counters on it, this attack does 50 damage instead. (Don't apply Weakness and Resistance for Benched Pokémon.)
10213	Target Attack	3	8	10				Choose 1 of your opponent's Pokémon. This attack does 40 damage to that Pokémon. If that Pokémon already has damage counters on it, this attack does 60 damage instead. (Don't apply Weakness and Resistance for Benched Pokémon.)
10214	Target Beam	1	10				20+	Does 20 damage plus 10 more damage for each Solrock you have in play.
10215	Target Scorch	2	10				30	If the Defending Pokémon has Team Aqua in its name, the Defending Pokémon is now Burned.
10216	Target Slash	10					10+	If the Defending Pokémon is Seviper, this attack does 10 damage plus 30 more damage.
10217	Taunt	10						Choose 1 of your opponent's Benched Pokémon and switch it with 1 of the Defending Pokémon. Your opponent chooses the Defending Pokémon to switch.
10218	Taunt	10						If your opponent has any Benched Pokémon, choose 1 of them and switch it with the Defending Pokémon.
10219	Taunt	10						Switch the Defending Pokémon with 1 of your opponent's Benched Pokémon.
10220	Taunt							Switch 1 of your opponent's Benched Pokémon with their Active Pokémon.
10221	Taunt	7						Switch 1 of your opponent's Benched Pokémon with their Active Pokémon.
10222	Taunt	10						Switch 1 of your opponent's Benched Pokémon with their Active Pokémon.
10223	Team Assembly	10						Search your deck for Omanyte, Kabuto, or any Basic Pokémon and put as many of them as you like onto your Bench. Shuffle your deck afterward. Treat the new Benched Pokémon as Basic Pokémon.
10224	Team Attack	7	10	10			10+	Does 10 damage plus 10 more damage for each Pokémon SP you have in play.
10225	Team Attack	10	10				30×	This attack does 30 damage for each of your Benched Pokémon that has "Falinks" in its name.
10226	Team Hunt	10						Draw a card for each of your Houndour in play.
10227	Team Play	10	10	10			10×	Does 10 damage times the number of Pokémon in play with Team Magma in its name.
10228	Team Play	10	10				10+	This attack does 30 more damage for each of your Benched Passimian.
10229	Team Play	10	10	10			20×	This attack does 20 damage times the number of Team Magma Pokémon on your Bench.
10230	Teampact	6	10				30×	Flip a coin for each Team Aqua Pokémon you have in play. This attack does 30 damage times the number of heads.
10231	Teary Eyes	10						During your opponent's next turn, any damage done to Aron by attacks is reduced by 10.
10232	Teary Eyes	10						During your opponent's next turn, any damage done to Cubone by attacks is reduced by 20.
10233	Teary Eyes	10						During your opponent's next turn, any damage done to Teddiursa by attacks is reduced by 20 (after applying Weakness and Resistance).
10234	Teatime	10						Each player draws 2 cards.
10235	Teeter Punch	10					30	Your opponent's Active Pokémon is now Confused.
10236	Telebeam	4	4				30+	Flip a coin. If heads, this attack does 30 damage plus 30 more damage and the Defending Pokémon is now Paralyzed.
10237	Telekinesis	10						Choose 1 of your opponent's Pokémon. This attack does 10 damage to that Pokémon. This attack's damage isn't affected by Weakness or Resistance.
10238	Telekinesis	10	10	10				This attack does 50 damage to 1 of your opponent's Pokémon. This attack's damage isn't affected by Weakness or Resistance.
10239	Telekinesis	5						This attack does 30 damage to 1 of your opponent's Pokémon. This attack's damage isn't affected by Weakness or Resistance.
10240	Telekinesis	5	10					Choose 1 of your opponent's Pokémon. This attack does 30 damage to that Pokémon. This attack's damage isn't affected by Weakness or Resistance.
10241	Telekinesis	5	10	10				Choose 1 of your opponent's Pokémon. This attack does 40 damage to that Pokémon. This attack's damage isn't affected by Weakness or Resistance.
10242	Telekinesis	5	10	10				Does 50 damage to 1 of your opponent's Pokémon. This attack's damage isn't affected by Weakness or Resistance.
10243	Telekinesis	5	5				20	Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.)
10244	Telekinesis	5	5	5			30	Choose 1 of your opponent's Pokémon. This attack does 30 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.)
10245	Telekinesis	5	5	5				Choose 1 of your opponent's Pokémon's. This attack does 30 damage to that Pokémon. Don’t apply Weakness and Resistance for this attack. (Any other effects that would happen after after applying Weakness and Resistance still happen.)
10246	Telekinesis	5	10					This attack does 20 damage to 1 of your opponent's Pokémon. This attack's damage isn't affected by Weakness or Resistance.
10247	Telekinesis of Nobility	5	10	10			70	Switch this Pokémon with 1 of your Benched Pokémon.
10248	Teleport	5						Switch Exeggutor with 1 of your Benched Pokémon.
10249	Teleport	5						Switch Natu with 1 of your Benched Pokémon.
10250	Teleport	10						Switch this Pokémon with 1 of your Benched Pokémon.
10251	Teleport Blast	10	10	10			40	After your attack, you may switch Grumpig with 1 of your Benched Pokémon.
10252	Teleport Blast	5	5	10			30	You may switch Dark Alakazam with 1 of your Benched Pokémon (Do the damage before switching the Pokémon).
10253	Teleportation Burst	4					20	Switch Deoxys with 1 of your Benched Pokémon.
10254	Teleportation Burst	5					10	Switch this Pokémon with 1 of your Benched Pokémon.
10255	Teleportation Burst	5	10				20	Switch Ralts with 1 of your Benched Pokémon.
10256	Teleportation Burst	5	10				30	You may switch Kirlia with 1 of your Benched Pokémon.
10257	Teleportation Burst	5	10				30	You may switch Mesprit with 1 of your Benched Pokémon.
10258	Teleportation Burst	5					20	Switch this Pokémon with 1 of your Benched Pokémon.
10259	Teleportation Burst	5					20	You may switch this Pokémon with 1 of your Benched Pokémon.
10260	Tempest-GX	3						Discard your hand and draw 10 cards. (You can't use more than 1 GX attack in a game.)
10261	Tempting Eyes	10						Choose 1 of your opponent's Benched Pokémon and switch it with the Defending Pokémon.
10262	Ten-Card Return-GX	10					60	Shuffle your hand into your deck. Then, draw 10 cards. (You can't use more than 1 GX attack in a game.)
10263	Tender Tentacles	10					20	If Lileep has any React Energy cards attached to it, remove 2 damage counters from Lileep.
10264	Tender Vengeance	10	10	10			10×	Flip a coin. If heads, this attack does 10 damage times the number of damage counters on each of your Benched Pokémon.
10265	Tentacle Grip	6						Flip a number of coins equal to the number of Water Energy cards attached to Tentacruel. For each heads, draw 2 cards.
10266	Tentacle Strike							Search your opponent's discard pile for up to 2 Energy cards and attach them to any of your opponent's Pokémon in any way you like. For each Energy card attached in this way, this attack does 20 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
10267	Tentacle Wrap	6	10				20	Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, during your opponent's next turn, your opponent pays more to retreat the Defending Pokémon.
10268	Tentavolve	6					20	If Tentacruel evolved from Tentacool during this turn, the Defending Pokémon is now Paralyzed and Poisoned.
10269	Terrify	10					10	If the Defending Pokémon is a Basic Pokémon, it can't attack during your opponent's next turn.
10270	Terror Strike	3					10	Flip a coin. If heads and if your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. (Do the damage before switching the Pokémon.)
10271	Terrorize	10						If the Defending Pokémon is a Basic, choose 1 of its attacks. That Pokémon can't use that attack during your opponent's next turn.
10272	The Hula-la	10						Flip a coin. If heads, the Defending Pokémon is now Confused. If tails, both the Defending Pokémon and Spinda are now Confused.
10273	The Wages of Fluff	10						If the Defending Pokémon is Knocked Out during your next turn, take 2 more Prize cards.
10274	Thermal Blast	2	2	10			40	Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokémon, if any. (Don't apply Weakness and Resistance for Benched Pokémon.
10275	Thick Liquid	5	10	10			80	Both Active Pokémon are now Confused and Poisoned.
10276	Thick Poison	3	10	10			20	Flip a coin. If heads, the Defending Pokémon is now Confused and Poisoned. If tails, the Defending Pokémon is now Poisoned.
10277	Thief	7					20	Your opponent reveals their hand. Choose a card you find there and put it on the bottom of their deck.
10278	Third Eye	5						Discard 1 Energy card attached to Dark Golduck in order to draw up to 3 cards.
10279	Thorn Pod Throw	10	10	10			80	This attack does 20 damage times the amount of Metal Energy attached to this Pokémon to 1 of your opponent's Benched Pokémon. You can't do more than 100 damage to a Benched Pokémon in this way. (Don't apply Weakness and Resistance for Benched Pokémon.)
10280	Thorny Eruption	8						Flip 3 coins. This attack does 10 damage for each heads to each of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
10281	Thorough Crunch	10	10				30	Flip 2 coins. For each heads, discard an Energy attached to your opponent's Active Pokémon.
10282	Thrash	10	10	10			30+	Flip a coin. If heads, this attack does 30 damage plus 10 more damage. If tails, Pupitar does 10 damage to itself.
10283	Thrash	10	10	10			40+	Flip a coin. If heads, this attack does 40 damage plus 20 more damage. If tails, Tauros does 10 damage to itself.
10284	Thrash	1	1	10			70+	Flip a coin. If heads, this attack does 20 more damage. If tails, this Pokémon does 20 damage to itself.
10285	Thrash	2	10	10			30+	Flip a coin. If heads, this attack does 30 damage plus 10 more damage. If tails, Magmar does 10 damage to itself.
10286	Thrash	2	10	10			70+	Flip a coin. If heads, this attack does 20 more damage. If tails, this Pokémon does 20 damage to itself.
10287	Thrash	3	10	10			30	Flip a coin. If heads this attack does 30 damage plus 10 more damage; if tails this attack does 30 damage and Nidoking does 10 damage to itself.
10288	Thrash	3	10	10			30+	Flip a coin. If heads, this attack does 30 damage plus 10 more damage; if tails, this attack does 30 damage and Nidoking does 10 damage to itself.
10289	Thrash	4	10	10			50+	Flip a coin. If heads, this attack does 20 more damage. If tails, this Pokémon does 20 damage to itself.
10290	Thrash	10					20+	Flip a coin. If heads, this attack does 20 more damage. If tails, this Pokémon does 20 damage to itself.
10291	Threaten	10	10					Flip a coin. If heads, look at your opponent's hand. If he or she has any Trainer cards there, choose 1 of them. Your opponent shuffles that card into his or her deck.
